source_title,Category
Journal of NeuroImmune Pharmacology,Neuroscience (miscellaneous)
Progress in Particle and Nuclear Physics,Nuclear and High Energy Physics
Nuclear Data Sheets,Nuclear and High Energy Physics
Journal of High Energy Physics,Nuclear and High Energy Physics
"Physics Letters, Section B: Nuclear, Elementary Particle and High-Energy Physics",Nuclear and High Energy Physics
Nuclear Fusion,Nuclear and High Energy Physics
Energy Conversion and Management,Nuclear Energy and Engineering
Plasma Physics and Controlled Fusion,Nuclear Energy and Engineering
International Journal of Energy Research,Nuclear Energy and Engineering
R Journal,Numerical Analysis
Mathematics and Mechanics of Complex Systems,Numerical Analysis
SIAM Journal on Numerical Analysis,Numerical Analysis
Informatics for Health and Social Care,Nursing (miscellaneous)
Patient,Nursing (miscellaneous)
Advances in Nutrition,Nutrition and Dietetics
Journal of Nutritional Biochemistry,Nutrition and Dietetics
Annual Review of Nutrition,Nutrition and Dietetics
Nutrition Research Reviews,Nutrition and Dietetics
American Journal of Clinical Nutrition,Nutrition and Dietetics
Nutrition Reviews,Nutrition and Dietetics
Clinical Nutrition,Nutrition and Dietetics
Proceedings of the Nutrition Society,Nutrition and Dietetics
European Journal of Nutrition,Nutrition and Dietetics
Maturitas,Obstetrics and Gynecology
Reproductive Biology and Endocrinology,Obstetrics and Gynecology
Reproduction,Obstetrics and Gynecology
Molecular Human Reproduction,Obstetrics and Gynecology
Ultrasound in Obstetrics and Gynecology,Obstetrics and Gynecology
American Journal of Reproductive Immunology,Obstetrics and Gynecology
Human Reproduction Update,Obstetrics and Gynecology
American Journal of Obstetrics and Gynecology,Obstetrics and Gynecology
Fertility and Sterility,Obstetrics and Gynecology
Human Reproduction,Obstetrics and Gynecology
BJOG: An International Journal of Obstetrics and Gynaecology,Obstetrics and Gynecology
Best Practice and Research in Clinical Obstetrics and Gynaecology,Obstetrics and Gynecology
Gynecologic Oncology,Obstetrics and Gynecology
Journal of Gynecologic Oncology,Obstetrics and Gynecology
Journal of Occupational Rehabilitation,Occupational Therapy
Physical and Occupational Therapy in Pediatrics,Occupational Therapy
Structure and Infrastructure Engineering,Ocean Engineering
Nonlinear Dynamics,Ocean Engineering
Coastal Engineering,Ocean Engineering
International Journal of Impact Engineering,Ocean Engineering
IEEE Journal of Oceanic Engineering,Ocean Engineering
Maritime Policy and Management,Ocean Engineering
Computational Mechanics,Ocean Engineering
Marine Structures,Ocean Engineering
Ocean Engineering,Ocean Engineering
Annual Review of Marine Science,Oceanography
Elementa,Oceanography
Global and Planetary Change,Oceanography
Deep-Sea Research Part II: Topical Studies in Oceanography,Oceanography
Journal of Geophysical Research: Oceans,Oceanography
Ocean Modelling,Oceanography
Oceanography,Oceanography
Trends in Cancer,Oncology
Cancer Research,Oncology
Cancer Letters,Oncology
Journal of Experimental and Clinical Cancer Research,Oncology
British Journal of Cancer,Oncology
Cancer,Oncology
Cancer and Metastasis Reviews,Oncology
Oncology Research,Oncology
OncoImmunology,Oncology
Ca-A Cancer Journal for Clinicians,Oncology
The Lancet Oncology,Oncology
Nature Reviews Clinical Oncology,Oncology
Cancer Discovery,Oncology
Journal of the National Comprehensive Cancer Network : JNCCN,Oncology
Journal of Cancer Survivorship,Oncology (nursing)
Progress in Retinal and Eye Research,Ophthalmology
Ophthalmology,Ophthalmology
Ocular Surface,Ophthalmology
Annual Review of Vision Science,Ophthalmology
JAMA Ophthalmology,Ophthalmology
Survey of Ophthalmology,Ophthalmology
American Journal of Ophthalmology,Ophthalmology
Investigative Ophthalmology and Visual Science,Ophthalmology
Acta Ophthalmologica,Ophthalmology
Journal of Refractive Surgery,Ophthalmology
Ophthalmic and Physiological Optics,Optometry
Clinical Oral Implants Research,Oral Surgery
Oral Oncology,Oral Surgery
Clinical Implant Dentistry and Related Research,Oral Surgery
Journal of Prosthodontic Research,Oral Surgery
Progress in Polymer Science,Organic Chemistry
Journal of Photochemistry and Photobiology C: Photochemistry Reviews,Organic Chemistry
Natural Product Reports,Organic Chemistry
Redox Biology,Organic Chemistry
Organic Letters,Organic Chemistry
Macromolecules,Organic Chemistry
Advanced Synthesis and Catalysis,Organic Chemistry
European Journal of Medicinal Chemistry,Organic Chemistry
Fuel,Organic Chemistry
Chemistry - A European Journal,Organic Chemistry
Organic Chemistry Frontiers,Organic Chemistry
Human Resource Management Review,Organizational Behavior and Human Resource Management
Personnel Psychology,Organizational Behavior and Human Resource Management
Human Resource Management Journal,Organizational Behavior and Human Resource Management
Organization Studies,Organizational Behavior and Human Resource Management
Human Resource Management,Organizational Behavior and Human Resource Management
Sport Management Review,Organizational Behavior and Human Resource Management
Organization and Environment,Organizational Behavior and Human Resource Management
European Journal of Orthodontics,Orthodontics
Progress in Orthodontics,Orthodontics
Calcified Tissue International,Orthopedics and Sports Medicine
Skeletal Muscle,Orthopedics and Sports Medicine
British Journal of Sports Medicine,Orthopedics and Sports Medicine
Sports Medicine,Orthopedics and Sports Medicine
American Journal of Sports Medicine,Orthopedics and Sports Medicine
Osteoarthritis and Cartilage,Orthopedics and Sports Medicine
"Journal of Cachexia, Sarcopenia and Muscle",Orthopedics and Sports Medicine
Journal of Bone and Mineral Research,Orthopedics and Sports Medicine
Arthroscopy - Journal of Arthroscopic and Related Surgery,Orthopedics and Sports Medicine
Journal of Arthroplasty,Orthopedics and Sports Medicine
International Journal of Sport Nutrition and Exercise Metabolism,Orthopedics and Sports Medicine
Journal of Orthopaedic Research,Orthopedics and Sports Medicine
Scoliosis and Spinal Disorders,Orthopedics and Sports Medicine
Journal of Oral Pathology and Medicine,Otorhinolaryngology
Oral Diseases,Otorhinolaryngology
Laryngoscope investigative otolaryngology,Otorhinolaryngology
JAMA Otolaryngology - Head and Neck Surgery,Otorhinolaryngology
Rhinology,Otorhinolaryngology
International Forum of Allergy and Rhinology,Otorhinolaryngology
Journal of Vestibular Research: Equilibrium and Orientation,Otorhinolaryngology
JARO - Journal of the Association for Research in Otolaryngology,Otorhinolaryngology
Journal of Geophysical Research G: Biogeosciences,Paleontology
Palaeontology,Paleontology
"Palaeogeography, Palaeoclimatology, Palaeoecology",Paleontology
Journal of Quaternary Science,Paleontology
Solid Earth,Paleontology
Climate of the Past,Paleontology
Paleoceanography and Paleoclimatology,Paleontology
Journal of Systematic Palaeontology,Paleontology
Ocean Science,Paleontology
PLoS Pathogens,Parasitology
Trends in Parasitology,Parasitology
Emerging Microbes and Infections,Parasitology
Advances in Parasitology,Parasitology
Virulence,Parasitology
International Journal for Parasitology,Parasitology
Cell Systems,Pathology and Forensic Medicine
Aging and Disease,Pathology and Forensic Medicine
Journal of Molecular Diagnostics,Pathology and Forensic Medicine
Forensic Science International: Genetics,Pathology and Forensic Medicine
Cell and Tissue Research,Pathology and Forensic Medicine
Expert Review of Molecular Diagnostics,Pathology and Forensic Medicine
Archives of Pathology and Laboratory Medicine,Pathology and Forensic Medicine
Annual Review of Pathology: Mechanisms of Disease,Pathology and Forensic Medicine
Acta Neuropathologica,Pathology and Forensic Medicine
Journal of Pathology,Pathology and Forensic Medicine
Neuropathology and Applied Neurobiology,Pathology and Forensic Medicine
Brain Pathology,Pathology and Forensic Medicine
Modern Pathology,Pathology and Forensic Medicine
Acta neuropathologica communications,Pathology and Forensic Medicine
